1	329
1	939
2	255
2	738
3	54
4	96
4	939
5	738
6	238
6	464
6	631
6	701
6	765
6	880
6	885
7	939
8	595
8	733
9	120
9	166
9	184
9	223
9	285
9	317
9	320
9	457
9	504
9	506
9	509
9	544
9	557
9	597
9	694
9	742
9	744
9	784
10	57
10	63
10	107
10	122
10	239
10	289
10	321
10	367
10	393
10	401
10	406
10	478
10	547
10	602
10	611
10	646
10	675
10	811
10	903
10	908
10	924
11	145
11	367
11	823
12	360
12	760
13	104
13	105
13	149
13	179
13	298
13	301
13	360
13	415
13	446
13	508
13	565
13	628
13	701
13	735
13	737
13	809
14	54
14	406
14	515
14	663
15	472
15	531
16	611
17	889
18	9
19	168
19	922
20	352
20	744
21	99
21	121
21	167
21	326
21	487
21	548
21	573
21	701
21	809
21	854
21	893
22	2
22	52
22	65
22	129
22	152
22	172
22	252
22	267
22	268
22	378
22	546
22	587
22	752
22	756
22	775
22	799
22	825
22	869
23	96
23	142
23	266
23	324
23	351
23	411
23	427
23	572
23	621
23	678
23	701
23	829
24	25
24	34
24	148
24	187
24	241
24	291
24	326
24	346
24	350
24	360
24	410
24	427
24	432
24	446
24	510
24	511
24	549
24	565
24	583
24	632
24	640
24	651
24	701
24	731
24	740
24	750
24	768
24	822
24	853
24	893
25	24
25	40
25	61
25	101
25	105
25	121
25	148
25	149
25	154
25	178
25	188
25	201
25	210
25	220
25	224
25	232
25	250
25	260
25	274
25	301
25	308
25	346
25	350
25	356
25	361
25	372
25	380
25	423
25	437
25	446
25	464
25	479
25	487
25	491
25	509
25	526
25	541
25	565
25	570
25	583
25	615
25	628
25	632
25	637
25	643
25	646
25	650
25	712
25	731
25	740
25	768
25	777
25	804
25	806
25	809
25	825
25	853
25	861
25	866
25	871
25	892
25	905
25	915
25	931
26	36
26	61
26	159
26	360
26	564
26	714
27	217
27	270
27	565
28	43
28	76
28	183
28	572
28	670
28	783
28	837
28	856
29	160
29	377
29	443
29	456
29	467
29	535
29	567
29	679
29	719
29	740
29	813
29	845
29	856
29	874
29	887
30	360
31	354
31	374
31	817
32	351
33	79
34	24
34	279
34	463
34	502
34	597
34	645
35	232
36	26
36	81
36	93
36	99
36	102
36	104
36	108
36	148
36	187
36	209
36	241
36	250
36	274
36	291
36	308
36	326
36	337
36	360
36	363
36	410
36	432
36	446
36	447
36	509
36	526
36	533
36	549
36	565
36	572
36	606
36	611
36	628
36	643
36	660
36	701
36	716
36	735
36	737
36	740
36	746
36	776
36	777
36	780
36	804
36	808
36	824
36	826
36	893
36	905
36	909
36	927
37	93
37	111
37	185
37	193
37	287
37	308
37	341
37	354
37	399
37	453
37	460
37	511
37	532
37	542
37	630
37	631
37	676
37	721
37	722
37	731
37	741
37	780
37	808
37	822
37	826
37	842
37	927
38	738
39	306
39	367
39	872
40	61
40	360
40	701
40	804
41	771
42	402
42	906
43	903
44	246
45	79
45	117
46	540
47	261
47	401
47	406
47	478
47	547
47	602
47	635
47	646
47	683
47	811
47	832
47	855
47	908
47	924
48	366
48	467
49	196
49	738
49	937
50	140
50	392
51	298
51	471
51	572
51	702
52	255
53	738
54	114
54	427
54	693
54	701
54	777
54	917
55	557
55	823
56	39
56	42
56	63
56	64
56	107
56	120
56	122
56	186
56	197
56	239
56	261
56	277
56	288
56	306
56	317
56	321
56	333
56	406
56	440
56	468
56	478
56	524
56	602
56	646
56	720
56	749
56	908
56	921
56	924
57	109
57	611
57	701
58	61
58	124
58	214
58	611
58	770
58	881
58	891
59	622
59	738
59	809
60	333
60	561
60	611
60	647
61	13
61	25
61	26
61	36
61	40
61	58
61	78
61	86
61	90
61	93
61	99
61	101
61	102
61	104
61	105
61	106
61	109
61	110
61	124
61	136
61	148
61	149
61	167
61	174
61	187
61	219
61	220
61	235
61	241
61	250
61	265
61	267
61	271
61	291
61	301
61	308
61	326
61	345
61	356
61	372
61	384
61	390
61	396
61	403
61	410
61	417
61	423
61	446
61	447
61	461
61	479
61	502
61	508
61	526
61	549
61	560
61	565
61	570
61	573
61	581
61	583
61	593
61	606
61	628
61	639
61	643
61	654
61	657
61	660
61	672
61	686
61	688
61	689
61	701
61	715
61	730
61	731
61	735
61	737
61	738
61	740
61	758
61	768
61	770
61	801
61	804
61	807
61	809
61	825
61	828
61	836
61	842
61	848
61	853
61	866
61	869
61	875
61	877
61	879
61	890
61	892
61	893
61	905
61	915
61	917
61	922
61	927
61	931
62	514
63	54
63	64
63	122
63	231
63	239
63	261
63	301
63	321
63	406
63	478
63	490
63	509
63	547
63	626
63	635
63	646
63	749
63	801
63	814
63	903
63	924
64	63
64	122
64	490
64	924
65	392
65	450
65	498
65	925
66	764
67	230
67	539
67	911
67	944
68	109
68	298
68	411
68	714
68	911
69	917
70	566
71	34
71	114
71	281
71	306
71	355
71	365
71	451
71	463
71	502
71	526
71	646
71	680
71	838
72	96
72	521
72	738
72	942
73	43
73	107
73	122
73	286
73	394
73	406
73	478
73	547
73	602
73	811
73	903
74	96
74	911
74	939
75	329
75	738
75	873
76	253
76	618
76	849
77	557
78	61
78	88
78	90
78	101
78	446
78	487
78	657
78	701
78	715
78	740
78	807
78	848
78	917
79	113
79	141
79	177
79	238
79	327
79	357
79	427
79	513
79	535
79	655
79	709
79	740
79	808
79	826
80	85
80	416
80	656
81	36
81	360
81	701
82	738
83	149
83	447
84	462
85	80
85	293
85	338
85	464
85	487
85	540
85	656
85	672
85	748
86	61
86	484
86	804
87	199
87	235
87	342
88	78
88	101
88	106
88	132
88	149
88	345
88	447
88	464
88	570
88	672
88	735
88	737
88	915
89	149
89	250
89	404
89	479
89	904
90	61
90	78
90	99
90	101
90	102
90	104
90	121
90	219
90	220
90	301
90	312
90	326
90	390
90	415
90	526
90	549
90	573
90	632
90	637
90	701
90	712
90	716
90	731
90	740
90	745
90	807
90	853
90	877
90	893
90	931
91	13
91	61
91	68
91	99
91	105
91	109
91	121
91	132
91	133
91	149
91	167
91	178
91	219
91	250
91	260
91	301
91	303
91	326
91	337
91	349
91	358
91	372
91	404
91	415
91	447
91	451
91	479
91	485
91	546
91	565
91	570
91	573
91	581
91	688
91	737
91	745
91	747
91	752
91	758
91	869
91	875
91	877
91	904
91	931
92	276
92	414
92	601
93	6
93	12
93	36
93	61
93	79
93	102
93	138
